source_id,target_id,edge_type,notes
question:being-indian,blog:svayambodha-shatrubodha,path_step,step 4 of 4 | Svayambodha as the foundation of any coherent Indian identity
question:hindu-institution-generate,external-article:the-story-of-a-priest,path_step,step 1 of 4 | Living temple as generative institution
question:hindu-institution-generate,external-article:many-meanings-hindu-temple,path_step,step 2 of 4 | Temple as multi-functional civilizational node
question:hindu-institution-generate,blog:bodha-pyramid-of-priorities-nature-of-hindu-orgs,path_step,"step 3 of 4 | Why fragmentation is a feature, not a bug"
question:hindu-institution-generate,school:dharampal-svayambodha-school,path_step,step 4 of 4 | Education/gurukula model
question:what-will-destroy,book:bol-how-i-became-a-hindu,path_step,step 1 of 4 | Sita Ram Goel’s foundational diagnosis
question:what-will-destroy,book:bol-hindu-temples-vol-1,path_step,step 2 of 4 | Historical memory of destruction
question:what-will-destroy,external-article:unfinished-agendas-of-radical-islam-the-global-gameplan,path_step,step 3 of 4 | Demographic and ideological threats
question:what-will-destroy,external-article:hindu-liberals-the-slave-soldiers-of-islamism,path_step,step 4 of 4 | Internal enablers
question:modernity-and-hindu-values,book:bol-heidegger-and-the-inquiry-into-technology,path_step,step 1 of 3 | Technology and modernity critique
question:modernity-and-hindu-values,external-article:grasping-for-the-beyond-on-a-critical-schism-in-the-modern-psyche,path_step,step 2 of 3 | Modern psyche’s loss of the sacred
question:modernity-and-hindu-values,blog:artificialintelligence,path_step,step 3 of 3 | AI as civilizational event
question:practice-but-not-proven,blog:difference-between-us,path_step,step 1 of 3 | Metaphysical foundations
question:practice-but-not-proven,blog:artificialintelligencetwo,path_step,step 2 of 3 | Dhārmika framework for consciousness and AI
question:practice-but-not-proven,external-article:a-hindu-view-of-the-simulation-hypothesis,path_step,step 3 of 3 | Māyā and simulation hypothesis
question:new-indian-republic,external-article:we-the-hindus-what-the-cab-means-for-hindu-civilization,path_step,step 1 of 2 | Civilizational reading of recent constitutional assertions
question:new-indian-republic,book:bol-hindu-studies-in-a-secular-academy,path_step,step 2 of 2 | Secular academic categories vs. Dhārmika frame
question:hindu-renaissance,blog:hinduisminblindspot1,path_step,step 1 of 4 | Hinduism in blind spot — Part 1
question:hindu-renaissance,blog:hinduisminblindspot2,path_step,step 2 of 4 | Part 2 — recovery conditions
question:hindu-renaissance,blog:decolonizationapersonalfootprint,path_step,step 3 of 4 | Decolonization as daily practice
question:hindu-renaissance,blog:svayambodha-shatrubodha,path_step,step 4 of 4 | The two-wheel framework as renaissance engine
question:hindu-unity-and-diversity,blog:bodha-pyramid-of-priorities-nature-of-hindu-orgs,path_step,step 1 of 3 | Why Hindu organizational diversity is a feature
question:hindu-unity-and-diversity,blog:fractalmandalaone,path_step,step 2 of 3 | Fractal Maṇḍala as model of unity-in-diversity
question:hindu-unity-and-diversity,blog:fractalmandalatwo,path_step,step 3 of 3 | Part 2 — civilizational coherence at every scale
project:artist-in-art,thinker:kapila-vatsyayana,path_step,step 1 of 5 | Kapila Vatsyayana on Indian art as an integrated knowledge system
project:artist-in-art,blog:artandmeaningmaking,path_step,"step 2 of 5 | Bodha essay on art, meaning and consciousness"
project:artist-in-art,book:bol-art-experience,path_step,step 3 of 5 | Aesthetic experience and art theory
project:artist-in-art,book:bol-indian-concept-of-performance,path_step,step 4 of 5 | Performance as embodied aesthetic knowledge
project:artist-in-art,book:bol-on-natyashastra,path_step,"step 5 of 5 | Classical theory of drama, rasa and performance"
project:battle-for-dharma-north-east,blog:battleagainsthindusinmanipur,path_step,"step 1 of 5 | Manipur as a live case of conversion, conflict and civilizational misreading"
project:battle-for-dharma-north-east,question:what-will-destroy,path_step,step 2 of 5 | The larger civilizational question of forces that can destroy Hindu society
project:battle-for-dharma-north-east,question:will-save-sanatana-dharma,path_step,step 3 of 5 | The survival frame that underlies strategic work
project:battle-for-dharma-north-east,book:bol-https://www.academia.edu/10168403/glimpses_of_the_ethnolinguistic_prehistory_of_northeastern_india,path_step,step 4 of 5 | Ethnolinguistic background to Northeast India
project:battle-for-dharma-north-east,school:voice-of-india-shatrubodha-school,path_step,step 5 of 5 | The shatrubodha school for hostile ideology analysis
project:dangs-anatomy-of-religious-terror,school:voice-of-india-shatrubodha-school,path_step,step 1 of 5 | Analytical school for hostile civilizational forces
project:dangs-anatomy-of-religious-terror,thinker:ram-swarup,path_step,step 2 of 5 | Ram Swarup's comparative critique of missionary ideologies
project:dangs-anatomy-of-religious-terror,external-article:unfinished-agendas-of-radical-islam-the-global-gameplan,path_step,step 3 of 5 | A model for reading ideology as long-range strategy
project:dangs-anatomy-of-religious-terror,external-article:the-hindu-samizdat-how-hindus-respond-to-censorship-and-bias,path_step,step 4 of 5 | Hindu responses to hostile media and knowledge environments
project:dangs-anatomy-of-religious-terror,question:what-will-destroy,path_step,step 5 of 5 | Civilizational diagnosis of destructive forces
project:hindu-frameworks-of-education,book:bol-the-beautiful-tree,path_step,step 1 of 5 | Dharampal's archival account of indigenous Indian education
project:hindu-frameworks-of-education,school:dharampal-svayambodha-school,path_step,step 2 of 5 | Svayambodha as an educational and civilizational method
project:hindu-frameworks-of-education,thinker:dharampal,path_step,step 3 of 5 | Dharampal's recovery of Indian institutional memory
project:hindu-frameworks-of-education,external-article:continuous-comprehensive-cumulative-knowledge-tradition-india,path_step,step 4 of 5 | India's knowledge tradition as cumulative civilizational practice
project:hindu-frameworks-of-education,external-article:teaching-research-rot-set,path_step,step 5 of 5 | Diagnosis of modern teaching and research failure
project:hindu-models-of-temple-management,external-article:the-story-of-a-priest,path_step,step 1 of 5 | The living priestly community behind a heritage temple
project:hindu-models-of-temple-management,external-article:many-meanings-hindu-temple,path_step,step 2 of 5 | Temple as layered civilizational form
project:hindu-models-of-temple-management,external-article:on-what-is-a-hindu-temple,path_step,step 3 of 5 | Dr. R. Nagaswamy on the essential nature of the temple
project:hindu-models-of-temple-management,blog:bodha-pyramid-of-priorities-nature-of-hindu-orgs,path_step,step 4 of 5 | Hindu organizations and institutional priorities
project:hindu-models-of-temple-management,question:hindu-institution-generate,path_step,step 5 of 5 | The temple as candidate generative institution
project:hindu-response-to-enlightenment,question:modernity-and-hindu-values,path_step,step 1 of 5 | The central question of modernity and Hindu values
project:hindu-response-to-enlightenment,book:bol-heidegger-and-the-inquiry-into-technology,path_step,step 2 of 5 | Heideggerian critique of technology and modernity
project:hindu-response-to-enlightenment,external-article:grasping-for-the-beyond-on-a-critical-schism-in-the-modern-psyche,path_step,step 3 of 5 | The modern psyche's loss of the sacred
project:hindu-response-to-enlightenment,thinker:ivan-illich,path_step,step 4 of 5 | Institutional critique from within the West
project:hindu-response-to-enlightenment,thinker:nassim-nicholas-taleb,path_step,"step 5 of 5 | Modernity, fragility and epistemic humility"
project:interchanging-dynamics-of-hindu-family,blog:problemofculturetransmission,path_step,step 1 of 5 | The family as a site of cultural transmission
project:interchanging-dynamics-of-hindu-family,blog:bodha-pyramid-of-priorities-nature-of-hindu-orgs,path_step,step 2 of 5 | Hindu organizational nature and social scale
project:interchanging-dynamics-of-hindu-family,question:hindu-unity-and-diversity,path_step,"step 3 of 5 | Unity, diversity and Hindu social cohesion"
project:interchanging-dynamics-of-hindu-family,question:hindu-institution-generate,path_step,step 4 of 5 | The search for generative Hindu institutions
project:interchanging-dynamics-of-hindu-family,book:bol-history-of-dharmashastras-vol-2-part-1,path_step,step 5 of 5 | Dharmashastra background for ritual life and social custom
project:structure-of-hindu-charity,blog:bodha-pyramid-of-priorities-nature-of-hindu-orgs,path_step,step 1 of 5 | Hindu organizations and their social logic
project:structure-of-hindu-charity,question:hindu-institution-generate,path_step,step 2 of 5 | Institutions capable of generating wider Hindu life
project:structure-of-hindu-charity,book:bol-panchayat-raj-and-india's-polity,path_step,step 3 of 5 | Local governance and village institutions
project:structure-of-hindu-charity,book:bol-lokopakara,path_step,step 4 of 5 | Practical knowledge and household arts as social welfare substrate
project:structure-of-hindu-charity,external-article:the-story-of-a-priest,path_step,step 5 of 5 | Temple-linked community service as living practice
project:temples-of-madhya-pradesh,external-article:ancient-temples-modern-dacoits-architectural-workshop-gurjara-pratiharas,path_step,step 1 of 5 | Temple clusters as architectural workshops
project:temples-of-madhya-pradesh,external-article:how-old-is-the-hindu-temple,path_step,"step 2 of 5 | Textual, sculptural and archaeological evidence for temple antiquity"
project:temples-of-madhya-pradesh,external-article:on-what-is-a-hindu-temple,path_step,step 3 of 5 | The essential nature of the Hindu temple
project:temples-of-madhya-pradesh,external-article:dharmic-circuits-i,path_step,step 4 of 5 | Sacred pathways and temple circuits
project:temples-of-madhya-pradesh,book:bol-hindu-temples-vol-1,path_step,step 5 of 5 | Historical memory of Hindu temple destruction
project:year-in-hajong-village,book:bol-https://www.academia.edu/10168403/glimpses_of_the_ethnolinguistic_prehistory_of_northeastern_india,path_step,step 1 of 5 | Ethnolinguistic prehistory of Northeast India
project:year-in-hajong-village,blog:battleagainsthindusinmanipur,path_step,step 2 of 5 | A related Northeast case of conversion and identity conflict
project:year-in-hajong-village,question:will-save-sanatana-dharma,path_step,step 3 of 5 | The survival question behind cultural preservation
project:year-in-hajong-village,question:hindu-unity-and-diversity,path_step,step 4 of 5 | Indian diversity and Hindu unity in lived communities
project:year-in-hajong-village,school:voice-of-india-shatrubodha-school,path_step,step 5 of 5 | Analytical frame for conversion and civilizational pressure
wiki:hinduism-and-dharmic-thought,thinker:ram-swarup,draws_on,"This wiki page synthesizes Ram Swarup and Sita Ram Goel on Sanatana Dharma, Hindu self-definition, and civilizational confidence"
wiki:hindu-christian-encounters,thinker:ram-swarup,draws_on,Ram Swarup's analysis of Christianity as a prophetic exclusivist system is the backbone of this wiki page
wiki:islamic-imperialism-and-muslim-politics,thinker:ram-swarup,draws_on,"Ram Swarup and Sita Ram Goel's corpus on Islamic political theology, medieval rule, and modern separatism"
wiki:hindu-temples-and-iconoclasm,thinker:ram-swarup,draws_on,Sita Ram Goel's documentation of temple destruction and iconoclasm drives this wiki page
wiki:sikhism-and-hindu-sikh-relations,thinker:ram-swarup,draws_on,Ram Swarup's argument that Sikh traditions belong within the broader Hindu civilizational family
wiki:secularism-expression-and-political-language,thinker:ram-swarup,draws_on,Ram Swarup and Goel on secular public language as an instrument of Hindu marginalisation
wiki:gandhi-communism-and-political-economy,thinker:ram-swarup,draws_on,Ram Swarup's anti-communist essays and critique of Gandhian economics
wiki:hinduism-and-dharmic-thought,question:core-of-sanatana-dharma,addresses,The wiki page directly investigates what constitutes the spiritual core of Sanatana Dharma
wiki:hinduism-and-dharmic-thought,question:will-save-sanatana-dharma,addresses,Ram Swarup and Goel argue that Hindu intellectual confidence and civilizational self-possession are what saves dharma
wiki:islamic-imperialism-and-muslim-politics,question:what-will-destroy,addresses,Islamic imperialism as one of the primary threats to Hindu society — central to this wiki page
wiki:hindu-christian-encounters,question:what-will-destroy,addresses,Missionary activity and conversion as a threat to Hindu society — core theme of the wiki page
wiki:secularism-expression-and-political-language,question:hindu-renaissance,addresses,The argument that Hindu renaissance requires reclaiming public vocabulary from secular-Marxist frameworks
wiki:hinduism-and-dharmic-thought,question:hindu-renaissance,addresses,Hindu intellectual renewal and civilizational confidence as a condition for renaissance
wiki:dharma,question:core-of-sanatana-dharma,addresses,"Semantic archaeology of dharma across Vedic, legal, narrative, and political registers"
wiki:karma-and-rebirth,question:core-of-sanatana-dharma,addresses,Karma and rebirth as foundational concepts in the Hindu worldview
wiki:yoga-and-liberation,question:core-of-sanatana-dharma,addresses,Yoga traditions and moksha as the soteriological core of Hindu philosophy
wiki:rta-and-cosmic-order,question:core-of-sanatana-dharma,addresses,Rta as the cosmic foundation from which dharma derives — the metaphysical bedrock
