id,title,id-slug,author,description,reading-path,section,subsection,link,preree,slug,domain,core-of-sanatana-dharma,being-indian,what-will-destroy,hindu-institution-generate,will-save-sanatana-dharma,modernity-and-hindu-values,hindu-unity-and-diversity,new-indian-republic,hindu-renaissance,practice-but-not-proven,hindu-frameworks-of-education,hindu-models-of-temple-management,interchanging-dynamics-of-hindu-family,structure-of-hindu-charity,temples-of-madhya-pradesh,battle-for-dharma-north-east,impact-of-conversion-kekadia,year-in-hajong-village,artist-in-art,hindu-response-to-enlightenment,hindu-school-of-history
54,The Mahabharata,54-the-mahabharata,C. Rajagopalachari (abridged),Rajagopalachari's beloved one-volume Mahabharata retelling - classic accessible introduction read by generations of Indian schoolchildren.,8-narrative-mirror,The Itihasas - Mahabharata and Ramayana,Mahabharata,https://archive.org/search?query=%22The%20Mahabharata%22%20Bibek%20Debroy,the mahabharata,the-mahabharata,puranas-and-itihasa,TRUE,TRUE,,,TRUE,,TRUE,,,TRUE,TRUE,,TRUE,TRUE,,,,,TRUE,TRUE,TRUE
55,The Mahabharata,55-the-mahabharata,Ramesh Menon (modern retelling),Ramesh Menon's elegant modern English retelling of the Mahabharata - narrative-driven version preserving the epic's spiritual depth.,,The Itihasas - Mahabharata and Ramayana,Mahabharata,https://archive.org/search?query=%22The%20Mahabharata%22%20Bibek%20Debroy,the mahabharata,the-mahabharata,puranas-and-itihasa,TRUE,TRUE,,,TRUE,TRUE,TRUE,,,TRUE,TRUE,,TRUE,TRUE,,,,,TRUE,TRUE,TRUE
56,The Mahabharata,56-the-mahabharata,P. Lal (transcreation),P. Lal's transcreation of the Mahabharata - book-by-book Sanskrit-faithful poetic rendering by the founder of Writers Workshop Calcutta.,,The Itihasas - Mahabharata and Ramayana,Mahabharata,https://archive.org/search?query=%22The%20Mahabharata%22%20Bibek%20Debroy,the mahabharata,the-mahabharata,puranas-and-itihasa,TRUE,TRUE,,,TRUE,,TRUE,,,TRUE,TRUE,,TRUE,TRUE,,,,,TRUE,TRUE,TRUE
57,Mahabharata Unravelled,57-mahabharata-unravelled,Ami Ganatra,"Debunks myths, quashes popular notions and offers insights into such aspects not commonly known or erroneously known, based solely on facts as narrated in Vyasa's Mahabharata from generally accepted authentic sources.",8-narrative-mirror,The Itihasas - Mahabharata and Ramayana,Mahabharata,In Copyright,mahabharata unravelled,mahabharata-unravelled,puranas-and-itihasa,TRUE,TRUE,,,TRUE,,TRUE,,,TRUE,TRUE,,TRUE,TRUE,,,,,TRUE,TRUE,TRUE
58,The Difficulty of Being Good,58-the-difficulty-of-being-good,Gurcharan Das,"Gurcharan Das's reflection on the Mahabharata's moral universe - uses the epic to explore ethics, ambition, and contemporary Indian life.",,The Itihasas - Mahabharata and Ramayana,Mahabharata,In Copyright,the difficulty of being good,the-difficulty-of-being-good,puranas-and-itihasa,TRUE,TRUE,,,TRUE,TRUE,TRUE,,,TRUE,TRUE,,TRUE,TRUE,,,,,TRUE,TRUE,TRUE
59,Yuganta: The End of an Epoch,59-yuganta-the-end-of-an-epoch,Iravati Karve,"Iravati Karve's classic Marathi-origin essays on Mahabharata characters - psychologically rich literary readings of Kunti, Karna, Bhishma.",,The Itihasas - Mahabharata and Ramayana,Mahabharata,https://archive.org/search?query=%22Yuganta%22%20Iravati%20Karve,yuganta: the end of an epoch,yuganta-the-end-of-an-epoch,puranas-and-itihasa,TRUE,TRUE,,,TRUE,,TRUE,,,TRUE,TRUE,,TRUE,TRUE,,,,,TRUE,TRUE,TRUE
60,On the Meaning of the Mahabharata,60-on-the-meaning-of-the-mahabharata,V. S. Sukthankar,V. S. Sukthankar's foundational lectures on Mahabharata interpretation by the editor of the Bhandarkar critical edition itself.,,The Itihasas - Mahabharata and Ramayana,Mahabharata,https://archive.org/search?query=%22On%20the%20Meaning%20of%20the%20Mahabharata%22%20V.%20S.%20Sukthankar,on the meaning of the mahabharata,on-the-meaning-of-the-mahabharata,puranas-and-itihasa,TRUE,TRUE,,,TRUE,,TRUE,,,TRUE,TRUE,,TRUE,TRUE,,,,,TRUE,TRUE,TRUE
61,The Mahabharata: An Inquiry in the Human Condition,61-the-mahabharata-an-inquiry-in-the-human-condition,Chaturvedi Badrinath,"Chaturvedi Badrinath's deep philosophical reading of the Mahabharata as a treatise on the human condition, dharma, and moral inquiry.",,The Itihasas - Mahabharata and Ramayana,Mahabharata,https://archive.org/search?query=%22The%20Mahabharata%22%20Chaturvedi%20Badrinath,the mahabharata: an inquiry in the human condition,the-mahabharata-an-inquiry-in-the-human-condition,puranas-and-itihasa,TRUE,TRUE,,,TRUE,,TRUE,,,TRUE,TRUE,,TRUE,TRUE,,,,,TRUE,TRUE,TRUE
62,Reading the Fifth Veda,62-reading-the-fifth-veda,Alf Hiltebeitel,Hiltebeitel's argument that the Mahabharata is a unified literary work - challenges the bardic-accretion theory of epic composition.,,The Itihasas - Mahabharata and Ramayana,Mahabharata,"http://naturalisms.org/phil-editions/religions/hinduism/Hiltebeitel%202010%20Reading%20the%20Fifth%20Veda,%20Studies%20on%20the%20Mahabharata.pdf",reading the fifth veda,reading-the-fifth-veda,puranas-and-itihasa,TRUE,TRUE,,,TRUE,,TRUE,,,TRUE,TRUE,,TRUE,TRUE,,,,,TRUE,TRUE,TRUE
63,The Ritual of Battle: Krishna in the Mahabharata,63-the-ritual-of-battle-krishna-in-the-mahabharata,Alf Hiltebeitel,"Hiltebeitel's classic study of Krishna's role in the Kurukshetra war - ritual, theology, and the meaning of dharmic violence.",,The Itihasas - Mahabharata and Ramayana,Mahabharata,https://archive.org/search?query=%22The%20Ritual%20of%20Battle%22%20Alf%20Hiltebeitel,the ritual of battle: krishna in the mahabharata,the-ritual-of-battle-krishna-in-the-mahabharata,puranas-and-itihasa,TRUE,TRUE,,,TRUE,,TRUE,,,TRUE,TRUE,,TRUE,TRUE,,,,,TRUE,TRUE,TRUE
64,Rethinking the Mahabharata,64-rethinking-the-mahabharata,Alf Hiltebeitel,"Hiltebeitel's later synthesis on Mahabharata authorship, structure, and meaning - argues for Brahmin literary composition c. 150 BCE.",,The Itihasas - Mahabharata and Ramayana,Mahabharata,https://archive.org/search?query=%22Rethinking%20the%20Mahabharata%22%20Alf%20Hiltebeitel,rethinking the mahabharata,rethinking-the-mahabharata,puranas-and-itihasa,TRUE,TRUE,,,TRUE,,TRUE,,,TRUE,TRUE,,TRUE,TRUE,,,,,TRUE,TRUE,TRUE
65,The Cult of Draupadi,65-the-cult-of-draupadi,Alf Hiltebeitel (2 vols),Hiltebeitel's two-volume ethnography of South Indian Draupadi cults - folk Mahabharata traditions and goddess worship in Tamil country.,,The Itihasas - Mahabharata and Ramayana,Mahabharata,https://archive.org/details/cultofdraupad0000hilt,the cult of draupadi,the-cult-of-draupadi,puranas-and-itihasa,TRUE,TRUE,,,TRUE,,TRUE,,,TRUE,TRUE,,TRUE,TRUE,,,,,TRUE,TRUE,TRUE
66,The Mahabharata: A Modern Rendering,66-the-mahabharata-a-modern-rendering,Ramesh Menon,Ramesh Menon's full modern retelling of the Mahabharata - accessible prose narrative complementary to his single-volume version.,1-narrative-gateway,The Itihasas - Mahabharata and Ramayana,Mahabharata,https://archive.org/search?query=%22The%20Mahabharata%22%20Ramesh%20Menon,the mahabharata: a modern rendering,the-mahabharata-a-modern-rendering,puranas-and-itihasa,TRUE,TRUE,,,TRUE,TRUE,TRUE,,,TRUE,TRUE,,TRUE,TRUE,,,,,TRUE,TRUE,TRUE
67,Mahabharata Now,67-mahabharata-now,Arindam Chakrabarti & Sibaji Bandyopadhyay,"Chakrabarti and Bandyopadhyay's edited volume of contemporary scholarly essays on the Mahabharata - philosophy, gender, ethics, narrative.",,The Itihasas - Mahabharata and Ramayana,Mahabharata,https://archive.org/search?query=%22Mahabharata%20Now%22%20Arindam%20Chakrabarti%20%26%20Sibaji%20Bandyopadhyay,mahabharata now,mahabharata-now,puranas-and-itihasa,TRUE,TRUE,,,TRUE,TRUE,TRUE,,,TRUE,TRUE,,TRUE,TRUE,,,,,TRUE,TRUE,TRUE
68,The Mahabharata: A Literary Study,68-the-mahabharata-a-literary-study,Krishna Chaitanya,"Krishna Chaitanya's literary-critical study of the Mahabharata as world literature - themes, structure, and aesthetic achievement.",,The Itihasas - Mahabharata and Ramayana,Mahabharata,https://archive.org/search?query=%22The%20Mahabharata%22%20Krishna%20Chaitanya,the mahabharata: a literary study,the-mahabharata-a-literary-study,puranas-and-itihasa,TRUE,TRUE,,,TRUE,,TRUE,,,TRUE,TRUE,,TRUE,TRUE,,,,,TRUE,TRUE,TRUE
69,The Mahabharata Patriline,69-the-mahabharata-patriline,Simon Brodbeck,"Brodbeck's scholarly study of Mahabharata genealogy and patriline - kinship, dynasty, and the politics of succession in the epic.",,The Itihasas - Mahabharata and Ramayana,Mahabharata,https://archive.org/search?query=%22The%20Mahabharata%20Patriline%22%20Simon%20Brodbeck,the mahabharata patriline,the-mahabharata-patriline,puranas-and-itihasa,TRUE,TRUE,,,TRUE,,TRUE,,,TRUE,TRUE,,TRUE,TRUE,,,,,TRUE,TRUE,TRUE
70,Krishna's Mahabharatas,70-krishnas-mahabharatas,Buddhadeva Bose,Buddhadeva Bose's elegant Bengali essays on Mahabharata characters in English translation - literary humanism applied to the epic.,,The Itihasas - Mahabharata and Ramayana,Mahabharata,https://archive.org/search?query=%22Krishna%27s%20Mahabharatas%22%20Buddhadeva%20Bose,krishna's mahabharatas,krishnas-mahabharatas,puranas-and-itihasa,TRUE,TRUE,,,TRUE,,TRUE,,,TRUE,TRUE,,TRUE,TRUE,,,,,TRUE,TRUE,TRUE
71,Bhagavad Gita As It Is,71-bhagavad-gita-as-it-is,A. C. Bhaktivedanta Swami Prabhupada,Prabhupada's word-for-word Sanskrit-English Bhagavad Gita with Gaudiya Vaishnava commentary - most widely distributed Gita worldwide.,,The Itihasas - Mahabharata and Ramayana,Bhagavad Gita,https://prabhupadabooks.com/bg,bhagavad gita as it is,bhagavad-gita-as-it-is,puranas-and-itihasa,TRUE,TRUE,,TRUE,TRUE,,TRUE,,,TRUE,TRUE,,TRUE,TRUE,,,,,TRUE,TRUE,TRUE
72,The Bhagavad Gita,72-the-bhagavad-gita,Eknath Easwaran,Easwaran's beloved accessible Gita translation with chapter introductions - popular gateway text for Western and general readers.,2-seeker-path,The Itihasas - Mahabharata and Ramayana,Bhagavad Gita,https://archive.org/search?query=%22The%20Bhagavad%20Gita%22%20Eknath%20Easwaran,the bhagavad gita,the-bhagavad-gita,puranas-and-itihasa,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,,,TRUE,TRUE,,TRUE,TRUE,,,,,TRUE,TRUE,TRUE
73,The Bhagavad Gita According to Gandhi,73-the-bhagavad-gita-according-to-gandhi,M. K. Gandhi,"Gandhi's Gujarati Gita commentary in English - reads the Gita as a manual for ahimsa, anasakti (non-attachment), and selfless action.",,The Itihasas - Mahabharata and Ramayana,Bhagavad Gita,https://www.mkgandhi.org/ebks/bhagvadgita.pdf,the bhagavad gita according to gandhi,the-bhagavad-gita-according-to-gandhi,puranas-and-itihasa,TRUE,TRUE,,TRUE,TRUE,,TRUE,,,TRUE,TRUE,,TRUE,TRUE,,,,,TRUE,TRUE,TRUE
74,Essays on the Gita,74-essays-on-the-gita,Sri Aurobindo,"Sri Aurobindo's profound Gita commentary developing his integral yoga - synthesizes karma, jnana, and bhakti yogas into one path.",2-seeker-path,The Itihasas - Mahabharata and Ramayana,Bhagavad Gita,https://www.aurobindo.ru/workings/sa/19/0019_e.pdf,essays on the gita,essays-on-the-gita,puranas-and-itihasa,TRUE,TRUE,,TRUE,TRUE,,TRUE,,,TRUE,TRUE,,TRUE,TRUE,,,,,TRUE,TRUE,TRUE
75,Bhagavad Gita with the Commentary of Sankaracharya,75-bhagavad-gita-with-the-commentary-of-sankaracharya,Swami Gambhirananda,Gambhirananda's translation of the Gita with Shankara's complete Sanskrit commentary in English - definitive Advaita reading of the Gita.,,The Itihasas - Mahabharata and Ramayana,Bhagavad Gita,https://archive.org/search?query=%22Bhagavad%20Gita%20with%20the%20Commentary%20of%20Sankaracharya%22%20Swami%20Gambhirananda,bhagavad gita with the commentary of sankaracharya,bhagavad-gita-with-the-commentary-of-sankaracharya,puranas-and-itihasa,TRUE,TRUE,,TRUE,TRUE,,TRUE,,,TRUE,TRUE,,TRUE,TRUE,,,,,TRUE,TRUE,TRUE
76,Srimad Bhagavad Gita Bhasya of Sri Sankaracharya,76-srimad-bhagavad-gita-bhasya-of-sri-sankaracharya,A. G. Krishna Warrier,Krishna Warrier's alternate translation of Shankara's Gita Bhashya - important second rendering for serious Advaita Gita students.,,The Itihasas - Mahabharata and Ramayana,Bhagavad Gita,https://archive.org/search?query=%22Srimad%20Bhagavad%20Gita%20Bhasya%20of%20Sri%20Sankaracharya%22%20A.%20G.%20Krishna%20Warrier,srimad bhagavad gita bhasya of sri sankaracharya,srimad-bhagavad-gita-bhasya-of-sri-sankaracharya,puranas-and-itihasa,TRUE,TRUE,,TRUE,TRUE,,TRUE,,,TRUE,TRUE,,TRUE,TRUE,,,,,TRUE,TRUE,TRUE
77,Bhagavad Gita with the Commentary of Ramanuja,77-bhagavad-gita-with-the-commentary-of-ramanuja,Swami Adidevananda,Adidevananda's translation of Ramanuja's Gita commentary - definitive Vishishtadvaita reading emphasizing bhakti and surrender to Vishnu.,,The Itihasas - Mahabharata and Ramayana,Bhagavad Gita,https://archive.org/search?query=%22Bhagavad%20Gita%20with%20the%20Commentary%20of%20Ramanuja%22%20Swami%20Adidevananda,bhagavad gita with the commentary of ramanuja,bhagavad-gita-with-the-commentary-of-ramanuja,puranas-and-itihasa,TRUE,TRUE,,TRUE,TRUE,,TRUE,,,TRUE,TRUE,,TRUE,TRUE,,,,,TRUE,TRUE,TRUE
78,The Bhagavad Gita,78-the-bhagavad-gita,S. Radhakrishnan,Radhakrishnan's classic Gita translation with philosophical introduction and notes - bridge between traditional and modern interpretation.,,The Itihasas - Mahabharata and Ramayana,Bhagavad Gita,https://archive.org/search?query=%22The%20Bhagavad%20Gita%22%20Eknath%20Easwaran,the bhagavad gita,the-bhagavad-gita,puranas-and-itihasa,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,,,TRUE,TRUE,,TRUE,TRUE,,,,,TRUE,TRUE,TRUE
79,The Bhagavad Gita,79-the-bhagavad-gita,Winthrop Sargeant,"Sargeant's interlinear Gita with Sanskrit, transliteration, word-by-word grammar, and translation - best for Sanskrit study of the Gita.",,The Itihasas - Mahabharata and Ramayana,Bhagavad Gita,https://archive.org/search?query=%22The%20Bhagavad%20Gita%22%20Eknath%20Easwaran,the bhagavad gita,the-bhagavad-gita,puranas-and-itihasa,TRUE,TRUE,,TRUE,TRUE,,TRUE,,,TRUE,TRUE,,TRUE,TRUE,,,,,TRUE,TRUE,TRUE
80,The Bhagavad Gita,80-the-bhagavad-gita,Graham Schweig,Schweig's poetic Gita translation emphasizing the text's lyrical and devotional dimensions - strong for literary and bhakti readings.,,The Itihasas - Mahabharata and Ramayana,Bhagavad Gita,https://archive.org/search?query=%22The%20Bhagavad%20Gita%22%20Eknath%20Easwaran,the bhagavad gita,the-bhagavad-gita,puranas-and-itihasa,TRUE,TRUE,,TRUE,TRUE,,TRUE,,,TRUE,TRUE,,TRUE,TRUE,,,,,TRUE,TRUE,TRUE
81,The Bhagavad Gita,81-the-bhagavad-gita,Laurie L. Patton,Patton's Penguin Classics Gita translation - readable scholarly version with introduction situating the text in epic and ritual context.,,The Itihasas - Mahabharata and Ramayana,Bhagavad Gita,https://archive.org/search?query=%22The%20Bhagavad%20Gita%22%20Eknath%20Easwaran,the bhagavad gita,the-bhagavad-gita,puranas-and-itihasa,TRUE,TRUE,,TRUE,TRUE,,TRUE,,,TRUE,TRUE,,TRUE,TRUE,,,,,TRUE,TRUE,TRUE
82,Jnaneshwari,82-jnaneshwari,Sant Jnaneshwar (V. G. Pradhan trans.),"Jnaneshwar's 13th-century Marathi commentary on the Gita - masterpiece of Maharashtrian bhakti, lyrical and philosophically rich.",,The Itihasas - Mahabharata and Ramayana,Bhagavad Gita,https://archive.org/search?query=%22Jnaneshwari%22%20Sant%20Jnaneshwar,jnaneshwari,jnaneshwari,puranas-and-itihasa,TRUE,TRUE,,TRUE,TRUE,,TRUE,,,TRUE,TRUE,,TRUE,TRUE,,,,,TRUE,TRUE,TRUE
83,Gita Rahasya,83-gita-rahasya,Bal Gangadhar Tilak,"Tilak's Marathi karmayoga commentary written from Mandalay prison - argues the Gita teaches active engagement, not renunciation.",,The Itihasas - Mahabharata and Ramayana,Bhagavad Gita,https://archive.org/details/srimadbhagavadgi028527mbp,gita rahasya,gita-rahasya,puranas-and-itihasa,TRUE,TRUE,,TRUE,TRUE,,TRUE,,,TRUE,TRUE,,TRUE,TRUE,,,,,TRUE,TRUE,TRUE
84,The Holy Geeta,84-the-holy-geeta,Swami Chinmayananda,Chinmayananda's verse-by-verse Gita commentary from his discourses - clear modern Advaita teaching for contemporary spiritual seekers.,,The Itihasas - Mahabharata and Ramayana,Bhagavad Gita,https://archive.org/search?query=%22The%20Holy%20Geeta%22%20Swami%20Chinmayananda,the holy geeta,the-holy-geeta,puranas-and-itihasa,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,,,TRUE,TRUE,,TRUE,TRUE,,,,,TRUE,TRUE,TRUE
85,The Bhagavad Gita: A New Translation,85-the-bhagavad-gita-a-new-translation,Stephen Mitchell,Stephen Mitchell's free poetic Gita rendering - literary recreation prioritizing rhythm and feeling over scholarly Sanskrit fidelity.,,The Itihasas - Mahabharata and Ramayana,Bhagavad Gita,https://archive.org/search?query=%22The%20Bhagavad%20Gita%22%20Stephen%20Mitchell,the bhagavad gita: a new translation,the-bhagavad-gita-a-new-translation,puranas-and-itihasa,TRUE,TRUE,,TRUE,TRUE,,TRUE,,,TRUE,TRUE,,TRUE,TRUE,,,,,TRUE,TRUE,TRUE
86,Talks on the Gita,86-talks-on-the-gita,Vinoba Bhave,"Vinoba Bhave's prison Gita talks in Marathi - Gandhian successor reads the Gita as a guide to swaraj, sarvodaya, and selfless action.",,The Itihasas - Mahabharata and Ramayana,Bhagavad Gita,https://archive.org/search?query=%22Talks%20on%20the%20Gita%22%20Vinoba%20Bhave,talks on the gita,talks-on-the-gita,puranas-and-itihasa,TRUE,TRUE,,TRUE,TRUE,,TRUE,TRUE,,TRUE,TRUE,,TRUE,TRUE,,,,,TRUE,TRUE,TRUE
87,Discourses on the Gita,87-discourses-on-the-gita,Sri Ramana Maharshi,Ramana Maharshi's brief but profound Gita teachings - Advaita master emphasizes self-inquiry as the essence of all yogas.,,The Itihasas - Mahabharata and Ramayana,Bhagavad Gita,https://archive.org/search?query=%22Discourses%20on%20the%20Gita%22%20Sri%20Ramana%20Maharshi,discourses on the gita,discourses-on-the-gita,puranas-and-itihasa,TRUE,TRUE,,TRUE,TRUE,,TRUE,,,TRUE,TRUE,,TRUE,TRUE,,,,,TRUE,TRUE,TRUE
88,The Mahabharata's Bhagavad Gita,88-the-mahabharatas-bhagavad-gita,Rita Sherma & Arvind Sharma (eds.),Sherma and Sharma's edited scholarly volume on Gita interpretation - multiple academic perspectives on the text's reception and meaning.,,The Itihasas - Mahabharata and Ramayana,Bhagavad Gita,https://archive.org/search?query=%22The%20Mahabharata%27s%20Bhagavad%20Gita%22%20Rita%20Sherma%20%26%20Arvind%20Sharma,the mahabharata's bhagavad gita,the-mahabharatas-bhagavad-gita,puranas-and-itihasa,TRUE,TRUE,,TRUE,TRUE,,TRUE,,,TRUE,TRUE,,TRUE,TRUE,,,,,TRUE,TRUE,TRUE
89,The Valmiki Ramayana,89-the-valmiki-ramayana,Bibek Debroy (3 vols),Debroy's complete unabridged English translation of Valmiki's Ramayana - most readable modern rendering of the full critical edition.,,The Itihasas - Mahabharata and Ramayana,Ramayana,https://archive.org/search?query=%22The%20Valmiki%20Ramayana%22%20Bibek%20Debroy,the valmiki ramayana,the-valmiki-ramayana,puranas-and-itihasa,TRUE,TRUE,,,TRUE,TRUE,TRUE,,,TRUE,TRUE,,TRUE,TRUE,,,,,TRUE,TRUE,TRUE
90,The Ramayana of Valmiki,90-the-ramayana-of-valmiki,"Robert P. Goldman et al. (Princeton, 7 vols)",Princeton's seven-volume scholarly Ramayana translation - gold standard academic edition with critical apparatus and detailed notes.,5-expert-apex,The Itihasas - Mahabharata and Ramayana,Ramayana,https://archive.org/search?query=%22The%20Ramayana%20of%20Valmiki%22%20Robert%20P.%20Goldman%20.,the ramayana of valmiki,the-ramayana-of-valmiki,puranas-and-itihasa,TRUE,TRUE,,,TRUE,,TRUE,,,TRUE,TRUE,,TRUE,TRUE,,,,,TRUE,TRUE,TRUE
91,The Ramayana,91-the-ramayana,C. Rajagopalachari,Rajagopalachari's beloved single-volume Ramayana retelling - classic accessible introduction familiar to generations of Indian readers.,"1-narrative-gateway,8-narrative-mirror",The Itihasas - Mahabharata and Ramayana,Ramayana,https://archive.org/search?query=%22The%20Ramayana%22%20C.%20Rajagopalachari,the ramayana,the-ramayana,puranas-and-itihasa,TRUE,TRUE,,,TRUE,,TRUE,,,TRUE,TRUE,,TRUE,TRUE,,,,,TRUE,TRUE,TRUE
92,The Ramayana,92-the-ramayana,Ramesh Menon,Ramesh Menon's flowing modern English Ramayana retelling - preserves epic grandeur with readable narrative prose.,,The Itihasas - Mahabharata and Ramayana,Ramayana,https://archive.org/search?query=%22The%20Ramayana%22%20C.%20Rajagopalachari,the ramayana,the-ramayana,puranas-and-itihasa,TRUE,TRUE,,,TRUE,TRUE,TRUE,,,TRUE,TRUE,,TRUE,TRUE,,,,,TRUE,TRUE,TRUE
93,The Ramayana,93-the-ramayana,R. K. Narayan,"R. K. Narayan's compact literary Ramayana retelling based on Kamban's Tamil version - accessible, witty, and warmly humanistic.",,The Itihasas - Mahabharata and Ramayana,Ramayana,https://archive.org/search?query=%22The%20Ramayana%22%20C.%20Rajagopalachari,the ramayana,the-ramayana,puranas-and-itihasa,TRUE,TRUE,,,TRUE,,TRUE,,,TRUE,TRUE,,TRUE,TRUE,,,,,TRUE,TRUE,TRUE
