node_id,title,author,type,source,domain_1,domain_2,lens
book:bol-brahma-purana,Brahma Purana,,book,library,puranas-and-itihasa,sacred-geography-and-temple,
book:bol-brahmanda-purana,Brahmanda Purana,,book,library,puranas-and-itihasa,,
book:bol-brhadaranyak-upanishad,Brhadaranyak Upanishad,,book,library,sruti-and-veda,,
book:bol-chandogya-upanishad,Chandogya Upanishad,,book,library,darshanas-and-philosophy,sruti-and-veda,
book:bol-garuda-purana,Garuda Purana,,book,library,puranas-and-itihasa,,
book:bol-geography-of-the-puranas,Geography of the Puranas,MA Ali,book,library,puranas-and-itihasa,sacred-geography-and-temple,
book:bol-harivansha-purana,Harivansha Purana,,book,library,puranas-and-itihasa,,
book:bol-isha-upanishad,Isha Upanishad,,book,library,sruti-and-veda,,
book:bol-katha-upanishad,Katha Upanishad,,book,library,sruti-and-veda,darshanas-and-philosophy,
book:bol-kena-upanishad,Kena Upanishad,,book,library,sruti-and-veda,,
book:bol-kurma-purana,Kurma Purana,,book,library,puranas-and-itihasa,sacred-geography-and-temple,civilizational-consciousness
book:bol-linga-purana,Linga Purana,,book,library,puranas-and-itihasa,sacred-geography-and-temple,
book:bol-maitrayaniya-upanishad,Maitrayaniya Upanishad,,book,library,darshanas-and-philosophy,,
book:bol-mandukya-upanishad,Mandukya Upanishad,,book,library,sruti-and-veda,darshanas-and-philosophy,
book:bol-markandeya-purana,Markandeya Purana,,book,library,puranas-and-itihasa,,
book:bol-matsya-purana,Matsya Purana,,book,library,puranas-and-itihasa,sacred-geography-and-temple,
book:bol-mundaka-upanishad,Mundaka Upanishad,,book,library,sruti-and-veda,,
book:bol-narada-purana,Narada Purana,,book,library,puranas-and-itihasa,festivals-and-living-tradition,
book:bol-padma-purana,Padma Purana,,book,library,puranas-and-itihasa,sacred-geography-and-temple,
book:bol-prashna-upanishad,Prashna Upanishad,,book,library,sruti-and-veda,,
book:bol-shiva-purana,Shiva Purana,,book,library,puranas-and-itihasa,,
book:bol-skanda-purana,Skanda Purana,,book,library,puranas-and-itihasa,sacred-geography-and-temple,
book:bol-taittiriya-upanishad,Taittiriya Upanishad,,book,library,sruti-and-veda,,
book:bol-vamana-purana,Vamana Purana,,book,library,puranas-and-itihasa,sacred-geography-and-temple,
book:bol-varaha-purana,Varaha Purana,,book,library,puranas-and-itihasa,sacred-geography-and-temple,
book:bol-vayu-purana,Vayu Purana,,book,library,puranas-and-itihasa,history-and-civilizational-recovery,
book:bol-vishnu-purana,Vishnu Purana,,book,library,puranas-and-itihasa,,
book:bol-light-of-the-vedas,Light of the Vedas,David Frawley,book,library,sruti-and-veda,,
book:bol-argument-and-design-the-unity-of-the-mahabharata,Argument and Design the Unity of the Mahabharata,"Vishwa Adluri, Joydeep Bagchee",book,library,puranas-and-itihasa,,
book:bol-arthashastra,Arthashastra,Kautilya,book,library,dharmashastra-and-polity,,
book:bol-civil-disobedience-in-indian-tradition,Civil Disobedience in Indian Tradition,Dharampal,book,library,dharmashastra-and-polity,,
"book:bol-essays-on-tradition,-recovery-and-freedom","Essays on Tradition, Recovery and Freedom",Dharampal,book,library,history-and-civilizational-recovery,civilizational-consciousness,svayambodha
book:bol-gandhis-theory-of-society-and-our-times,Gandhis Theory of Society and Our Times,AK Saran,book,library,dharmashastra-and-polity,,
book:bol-hermeneutics-and-narrative-architecture,Hermeneutics and Narrative Architecture,Vishwa Adluri,book,library,puranas-and-itihasa,,
book:bol-indian-science-and-technology-in-the-18th-century,Indian Science and Technology in the 18th Century,Dharampal,book,library,history-and-civilizational-recovery,civilizational-consciousness,svayambodha
book:bol-katha-sarit-sagar,Katha Sarit Sagar,C.H. Tawney,book,library,puranas-and-itihasa,,
book:bol-panchayat-raj-and-india's-polity,Panchayat Raj and India's Polity,Dharampal,book,library,dharmashastra-and-polity,,
book:bol-prolegomena-to-any-future-mahabharata-studies,Prolegomena to any Future Mahabharata Studies,"Vishwa Adluri, Joydeep Bagchee",book,library,puranas-and-itihasa,,
book:bol-rajatarangini,Rajatarangini,Ranjit Sitaram Pandit,book,library,history-and-civilizational-recovery,puranas-and-itihasa,
book:bol-rediscovering-india,Rediscovering India,Dharampal,book,library,history-and-civilizational-recovery,civilizational-consciousness,svayambodha
book:bol-rigveda-a-historical-analysis,Rigveda a Historical Analysis,Shrikant Talageri,book,library,sruti-and-veda,,
book:bol-the-crisis-of-hinduism,The Crisis of Hinduism,AK Saran,book,library,history-and-civilizational-recovery,,civilizational-consciousness
book:bol-the-perils-of-textual-transmission,The Perils of Textual Transmission,Vishwa Adluri,book,library,history-and-civilizational-recovery,indology-and-civilizational-critique,
book:bol-the-redemption-of-the-brahman,The Redemption of the Brahman,"Vishwa Adluri, Joydeep Bagchee",book,library,history-and-civilizational-recovery,indology-and-civilizational-critique,purva-paksha
book:bol-the-riks,The Riks,Shri Paramasiva Iyer,book,library,sruti-and-veda,,
book:bol-the-secret-of-the-veda,The Secret of the Veda,Sri Aurobindo,book,library,sruti-and-veda,,
book:bol-treatise-on-rigveda,Treatise on Rigveda,Vedayana,book,library,sruti-and-veda,,
book:bol-wisdom-of-the-ancient-seers,Wisdom of the Ancient Seers,David Frawley,book,library,sruti-and-veda,,
book:bol-religious-sects-of-hindus,Religious Sects of Hindus,HH Wilson,book,library,indology-and-civilizational-critique,,
book:bol-all-about-hinduism,All About Hinduism,Sri Swami Sivananda,book,library,indian-knowledge-systems-and-education,festivals-and-living-tradition,
book:bol-hinduism-ancient-and-modern,Hinduism Ancient and Modern,Rai Bahadur Lala Baij Nath,book,library,history-and-civilizational-recovery,,
book:bol-elementary-textbook-of-hindu-ethics,Elementary Textbook of Hindu Religion and Ethics,,book,library,indian-knowledge-systems-and-education,,
book:bol-advanced-textbook-of-hindu-religion-and-ethics,Advanced Textbook of Hindu Religion and Ethics,,book,library,indian-knowledge-systems-and-education,,
book:bol-a-study-of-tarakasamgraha-as-compromise-between-nyaya-and-vaisheshika,A Study of Tarakasamgraha as Compromise Between Nyaya and Vaisheshika,Priya M. P.,book,library,darshanas-and-philosophy,,
book:bol-abhinavagupta-a-historical-and-philosophical-study,Abhinavagupta a Historical and Philosophical Study,Unknown,book,library,darshanas-and-philosophy,,
book:bol-agnihotra-kranti,Agnihotra Kranti,Unknown,book,library,indian-knowledge-systems-and-education,,
book:bol-gulmavrikshayurveda,Gulmavrikshayurveda,Unknown,book,library,indian-knowledge-systems-and-education,,
book:bol-hindu-dharma-radhakrishnan,Hindu Dharma Radhakrishnan,S. Radhakrishnan,book,library,civilizational-consciousness,festivals-and-living-tradition,
book:bol-lokopakara,Lokopakara,Unknown,book,library,indian-knowledge-systems-and-education,,
book:bol-the-mimamsa-sutras-of-jaimini,The Mimamsa Sutras of Jaimini,Jaimini,book,library,darshanas-and-philosophy,,
book:bol-https://talageri.blogspot.com/2020/05/the-logic-of-rigvedic-geography_6.html,Logic of Rig Vedic Geography,Shrikant Talageri,book,library,sindhu-sarasvati-and-origins,,
book:bol-https://talageri.blogspot.com/2020/05/the-iksvakus-in-rigveda.html,Ikshvakus in the Rig Veda,Shrikant Talageri,book,library,sindhu-sarasvati-and-origins,,
book:bol-https://talageri.blogspot.com/2020/04/the-identity-of-enemies-of-sudas-in.html,Identity of the Enemies of Sudas,Shrikant Talageri,book,library,sindhu-sarasvati-and-origins,,
book:bol-https://talageri.blogspot.com/2019/10/dravidian-connections-with-harappan.html,Dravidian Connections to Rig Veda and Harappa,Shrikant Talageri,book,library,sindhu-sarasvati-and-origins,,
book:bol-https://talageri.blogspot.com/2019/10/the-primarily-dravidian-and-pan-indian_30.html,Dravidian and Pan-Indian Nature of Hinduism,Shrikant Talageri,book,library,indology-and-civilizational-critique,sindhu-sarasvati-and-origins,
book:bol-https://www.academia.edu/45189821/p%c5%abrva_pak%e1%b9%a3a_of_sheldon_pollocks_use_of_chronology_2016_,Pūrva-pakṣa of Sheldon Pollock's use of Chronology,"Manogna Sastry, Megh Kalyanasundaram",book,library,sindhu-sarasvati-and-origins,indology-and-civilizational-critique,purva-paksha
book:bol-https://www.academia.edu/30800576/vanishing_rivers_yesterdays_sarasvati_todays_ganges,Vanishing Rivers Yesterdays Sarasvati Todays Ganga,Michel Danino,book,library,sindhu-sarasvati-and-origins,,
book:bol-https://www.academia.edu/38369132/sarasvat%c4%ab_in_the_mah%c4%81bh%c4%81rata_a_study_sastry_and_kalyanasundaram_2019_pdf,Sarasvatī in the Mahābhārata - A Study,Sastry and Kalyanasundaram,book,library,puranas-and-itihasa,sindhu-sarasvati-and-origins,
book:bol-https://www.academia.edu/39719725/the_sarasvati_river_issues_and_debates,The Sarasvati River Issues And Debates,Michel Danino,book,library,sindhu-sarasvati-and-origins,,
book:bol-https://www.researchgate.net/publication/336281430_remote_sensing_of_groundwater_along_the_saraswati_palaeochannels_in_western_part_of_jaisalmer_district_thar_desert_maeer's_mit_pune_journal_special_issue_1999-2000_pp_28-36,Sarasvati Palaeochannel Groundwater Remote Sensing,Kar and Shukla,book,library,sindhu-sarasvati-and-origins,,
book:bol-https://www.academia.edu/36995146/on_the_preliminary_periodization_of_the_vedic_culture_a_draft_2018,On The Preliminary Periodization Of The Harappan Civilization,Igor A. Tonoyan-Belyayev,book,library,sindhu-sarasvati-and-origins,,
book:bol-https://www.academia.edu/1573411/vedic_roots_of_early_tamil_culture,Vedic Roots Of Early Tamil Culture,Michel Danino,book,library,sindhu-sarasvati-and-origins,,
book:bol-https://www.academia.edu/18428649/the_indo_aryans_of_ancient_south_asia_language_material_culture_and_ethnicity,The Indo Aryans Of Ancient South Asia,Michael Witzel,book,library,sindhu-sarasvati-and-origins,language-and-sanskrit,
book:bol-https://www.academia.edu/23185706/the_horse_and_the_aryan_debate,The Horse And The Aryan Debate,Michel Danino,book,library,sindhu-sarasvati-and-origins,,
book:bol-https://journal.fi/store/article/view/49745,The Coming of Aryans to Iran and India,Asko Parpola,book,library,sindhu-sarasvati-and-origins,,
book:bol-https://www.academia.edu/713990/early_indian_history_linguistic_and_textual_parameters,Rig Vedic History,Michael Witzel,book,library,sindhu-sarasvati-and-origins,,
book:bol-https://www.academia.edu/19380740/ramas_realm,Rama's Realm,Michael Witzel,book,library,puranas-and-itihasa,,
book:bol-https://doi.org/10.11588/ejvs.2016.1.933,On the Battle of Ten Kings,Ranier Stuhrmann,book,library,sindhu-sarasvati-and-origins,,
book:bol-https://doi.org/10.11588/ejvs.2001.2.829,On Talageri,Michael Witzel,book,library,sindhu-sarasvati-and-origins,,purva-paksha
book:bol-https://doi.org/10.11588/xarep.00000112,Non Aryan Names In Rig Veda,Michael Witzel,book,library,sindhu-sarasvati-and-origins,,
book:bol-https://www.academia.edu/28703992/new_perspectives_on_our_cultural_pasts,New Perspectives On Our Cultural Pasts,Michel Danino,book,library,history-and-civilizational-recovery,,
book:bol-https://www.academia.edu/42795350/vedic_genetics_cow_omni_form_decipherment_of_indus_valley_seals_vedic_genetics_cow_omni_form_decipherment_of_indus_valley_seals_vedic_culture_sea_ls_indus_valley_vedic_culture_seals_the_light_of_life_dna_tva_%c3%88_the_shaper_of_all_creatures,Vedic Genetics Cow Omni Form Decipherment,Chandra Prakash Dvivedi,book,library,sruti-and-veda,,
book:bol-https://www.researchgate.net/publication/326216679_the_prehistoric_peopling_of_southeast_asia,The Prehistoric Peopling Of Southeast Asia,McColl et al.,book,library,sindhu-sarasvati-and-origins,,
book:bol-https://www.academia.edu/21620946/the_himalayas_as_a_prehistoric_corridor_for_the_peopling_of_east_and_southeast_asia,The Himalayas As A Prehistoric Corridor,George van Driem,book,library,sindhu-sarasvati-and-origins,,
book:bol-https://doi.org/10.1126%2fscience.aat7487,The Formation of Human Populations in South and Central Asia,Narasimhan et al.,book,library,sindhu-sarasvati-and-origins,,
book:bol-https://www.academia.edu/32806632/the_eastern_himalayan_corridor_in_prehistory,The Eastern Himalayan Corridor In Prehistory,George van Driem,book,library,sindhu-sarasvati-and-origins,,
book:bol-https://www.nature.com/articles/ejhg2016198,Reconstructing The Population History Of the Gond,Chaubey et al.,book,library,sindhu-sarasvati-and-origins,,
book:bol-https://www.jstor.org/stable/2155742,Prehistoric Skeletal Record of Man in South Asia,Kenneth AR Kennedy,book,library,sindhu-sarasvati-and-origins,,
book:bol-https://doi.org/10.1007/bf02704749,Prehistoric Human Colonisation Of India,VN Misra,book,library,sindhu-sarasvati-and-origins,,
book:bol-https://doi.org/10.1093/gbe/evz039,Origin Of Rice,Civan et al.,book,library,sindhu-sarasvati-and-origins,,
book:bol-https://www.researchgate.net/publication/334302195_on_peopling_of_india_ancient_dna_perspectives_by_k_thangaraj_and_niraj_rai,On Peopling of India Ancient Genetics Perspectives,Thangaraj and Rai,book,library,sindhu-sarasvati-and-origins,,
book:bol-https://www.himalayanlanguages.org/files/driem/pdfs/2008bielmeierfs,Linguistic Population Prehistory Of The Greater Himalaya Region,George van Driem,book,library,sindhu-sarasvati-and-origins,,
book:bol-https://www.academia.edu/5966134/origins_and_history_of_haplogroup_r1a_y_dna_,Haplogroup R1A,Maciamo,book,library,sindhu-sarasvati-and-origins,,
book:bol-https://www.academia.edu/10168403/glimpses_of_the_ethnolinguistic_prehistory_of_northeastern_india,Glimpses Of The Ethnolinguistic Prehistory of Northeastern India,George van Driem,book,library,indology-and-civilizational-critique,,shatrubodha
book:bol-https://www.academia.edu/23185582/genetics_and_the_aryan_issue,Genetics And The Aryan Issue,Michel Danino,book,library,sindhu-sarasvati-and-origins,,
book:bol-https://pragyata.com/genetic-proof-for-the-ait-look-again/,"Genetics And AIT, Look Again",Koenraad Elst,book,library,sindhu-sarasvati-and-origins,,
book:bol-https://www.nature.com/articles/s41598-020-61941-z,Genetic And Linguistic Non Correspondence,Srivastava et al.,book,library,sindhu-sarasvati-and-origins,,
book:bol-https://doi.org/10.1073/pnas.94.15.7719,"Genes, Peoples and Languages",LL Cavalli-Sforza,book,library,sindhu-sarasvati-and-origins,,
book:bol-https://www.academia.edu/39713619/a_preliminary_study_of_the_worked_bone_industry_in_the_middle_and_lower_ganga_valleys_from_the_mesolithic_to_the_early_historic_periods,Worked Bone Industry,Chattopadhyay and Bandopadhyay,book,library,sindhu-sarasvati-and-origins,,
book:bol-https://www.academia.edu/43127134/the_sanauli_chariot_and_its_archaeological_and_historical_context,The Sanauli Chariot And Its Archaeological and Historical Context,Giacomo Benedetti,book,library,sindhu-sarasvati-and-origins,,
